file,smell,sentence
2006 - stewards.txt,Ambiguity,"5.3 Security Requirements STEWARDS will have reasonable controls consistent with ARS OCIO practices, in compliance with agency, Dept and Govt regulations."
2006 - stewards.txt,Ambiguity,STEWARDS will use the user classes described in section 2.3 above to define boundaries of information sharing to ensure confidentiality as appropriate.
2006 - stewards.txt,Ambiguity,Any data that should be viewed by a restricted audience must be protected with appropriate security features.
2006 - stewards.txt,Incompleteness,"Data dictionary - A collection of data definitions, each identified by the name of a piece of data, describing the meaning and purpose of that piece of data in the system, the type of the data, its components and any other relevant attributes (range, precision, storage size and so on)."
2006 - stewards.txt,Vagueness,"PHP - An HTML-embedded Web scripting language Populating Data – initial uploading of data into the database Portability - (1) A term used to describe an object that can be easily moved, such as a portable computer; (2) When referring to computer software, portability refers to how easy a software program can be moved between computer Operating Systems."
2006 - stewards.txt,Ambiguity,"Requirement -A statement of need for some aspect of a system, often elicited directly from a stakeholder or captured from a source document Server – A central computer (server) which provides services such as file storage, printing, and communications in a network computing system Software requirement – (1) A software capability needed by a user to solve a problem to achieve an objective; (2) A software capability that must be met or possessed by a system or system component to satisfy a contract, standard, specification, or other formally imposed document."
2006 - stewards.txt,Ambiguity,"A complete system includes all equipment, related facilities, material, software, services and personnel required for its operation and support to the degree that it can be considered a self-sufficient item in its intended operational environment."
2006 - stewards.txt,Ambiguity,System Requirements Specification for STEWARDS Page 16 Use cases - A task analysis technique often used in software engineering.
2006 - stewards.txt,Incompleteness,"Appendix C: Issues List This section is reserved for open requirements issues that remain to be resolved, including TBDs, pending decisions, information that is needed, conflicts awaiting resolution, and the like."
2006 - stewards.txt,Ambiguity,(cid:131) Appropriate titles should be given to each page.
2006 - stewards.txt,Ambiguity,"(cid:131) Appropriate alternate text should be provided for all the images, to help in navigation and better readability."
2006 - stewards.txt,Vagueness,DS-5: Messages: (cid:131) Descriptive and user friendly messages for invalid input should be provided in all the pages.
2006 - stewards.txt,Incompleteness,"Physical design, which involves producing a description of the implementation of logical system design, will be tailored to STEWARDS and all physical considerations (including tools/software such as Microsoft SQL server, Oracle SQL server etc.)"
2006 - stewards.txt,Incompleteness,"For example, the data component of STEWARDS can be further identified as watershed climate, image, soils, management, pollutant source, hydrology, socio-economic, water quality data, data search, data downloads etc (Fig."
2006 - stewards.txt,Incompleteness,"Climate is an entity (subject) and it becomes a table (Topic(Variable)_Table which holds variables such as min_temperature, max_temperature, etc.)"
2006 - stewards.txt,Incompleteness,"F3 become the fields (min_temperature, max_temperature, etc.)."
2006 - stewards.txt,Ambiguity,"Time series data (Type 2 data), usually more sparse than the above, with an id field that explains what the parameter field contains."
2006 - stewards.txt,Incompleteness,"Perform check of completeness in central store The mapping method allows a great flexibility in terms of data heterogeneity, table size, data type, etc."
2006 - stewards.txt,Incompleteness,"System Requirements Specification for STEWARDS Page 21 Conceptual Model of STEWARDS Data Sources, Database Research Watershed Construction Data Files: ASCII , Spreadsheet, etc."
2006 - stewards.txt,Ambiguity,"Type 2: Time series data, usually more sparse than the above, with an id field that explains what the parameter field contains."
2006 - stewards.txt,Ambiguity,"Data structure for time series data (Type 2 data), usually more sparse than those shown in Fig."
2007 - central trading system.txt,Ambiguity,Also central trading system provides some interfaces to send messages to other modules.
2007 - central trading system.txt,Vagueness,"The CTS provides the terminal users easy Operations that are confined to a series of mouse clicks and keyboard, which compared to other systems are really much simplified."
2007 - central trading system.txt,Incompleteness,"As the instruction is frequently operated in CTS such as fetch, deal with, repeal and so on, the CTS is heavily transferred."
2007 - central trading system.txt,Ambiguity,"2.2 User Scenarios Specification 2.2.1 Personal Opinion Often, user-scenario is considered the same to use-case."
2007 - central trading system.txt,Ambiguity,"2.2.2 Develop Use-Cases within which User-Scenarios are specified Use-case Buy stock Primary actor Transaction User Interface Goal in context To fulfill the buy transaction Customer has successfully logged into UI and submit the buy Preconditions information Trigger The ‘buy’ button on UI been clicked 1. transaction user interface: give the buy instruction 2. central trading system: save the buy instruction 3. central trading system: match the instructions with the Scenario same stock id 4. central trading system: make a trade by matching 5. central trading system: modify the information of matched instructions 1. all the operations have been suspended Exception 2. some trade exceptions come up 3. no matched stock with the buy instruction Priority Essential, must be implemented When available First increment Frequency of use Frequent Channel to actor Via transaction user interface Secondary actors Trading System Management Channels to Via central trading system interface secondary actors 4 Version 1.0 1."
2007 - central trading system.txt,Ambiguity,"4. security issue Use-case Sell stock Primary actor Transaction User Interface Goal in context To fulfill the sell transaction Customer has successfully logged into UI and submit the sell Preconditions information Trigger The ‘sell’ button on UI been clicked 1. transaction user interface: give the sell instruction 2. central trading system: save the sell instruction 3. central trading system: match the instructions with the Scenario same stock id 4. central trading system: make a trade by matching 5. central trading system: modify the information of matched instructions 1. all the operations have been suspended Exception 2. some deal exceptions come up 3. no matched stock with the buy instruction Priority Essential, must be implemented When available First increment Frequency of use Frequent Channel to actor Via transaction user interface Secondary actors Trading System Management Channels to Via central trading system interface secondary actors 1."
2007 - central trading system.txt,Ambiguity,"14 Version 1.0 6 CRC index cards Class: PretreatmentOfInstruction Description: After a new instruction come, we must get key information from instruction and solve some simple problems by necessary constraints and some key rules Responsibility: Collaborator: Determination of prices ’increments and decrements constraints of Instruction Freeze account of buyers ManagementOfDatabase Prededuct commission charge and tax ManagementOfDatabase Log instruction Send to Management of instruction ManagementOfInstruction Class: ManagementOfInstruction Description: Manage and maintain the instructions of buyers and sellers Responsibility: Collaborator: Add instructions Cancel instructions Search instructions Sort instructions Class: ManagementOfInstruction Class: ManagementOfDealing Description: Deal business following the key rules, and some operations are executed after the deals Responsibility: Collaborator: 15 Version 1.0 Deal the business Log the results of business Store some key data to database ManagementOfDatabase Determine the commission charge and tax Class: ManagementOfDatabase Description: Support the basic operations interface of database for other modules Responsibility: Collaborator: Operations of account, insert, delete, update Operations of stock, insert, delete, update 7 Validation Criteria 7.1 Interface criteria The central trading system has relation with three modules that are trading client serve、trading manager system、information releasing module."
2007 - central trading system.txt,Vagueness,"14 Version 1.0 6 CRC index cards Class: PretreatmentOfInstruction Description: After a new instruction come, we must get key information from instruction and solve some simple problems by necessary constraints and some key rules Responsibility: Collaborator: Determination of prices ’increments and decrements constraints of Instruction Freeze account of buyers ManagementOfDatabase Prededuct commission charge and tax ManagementOfDatabase Log instruction Send to Management of instruction ManagementOfInstruction Class: ManagementOfInstruction Description: Manage and maintain the instructions of buyers and sellers Responsibility: Collaborator: Add instructions Cancel instructions Search instructions Sort instructions Class: ManagementOfInstruction Class: ManagementOfDealing Description: Deal business following the key rules, and some operations are executed after the deals Responsibility: Collaborator: 15 Version 1.0 Deal the business Log the results of business Store some key data to database ManagementOfDatabase Determine the commission charge and tax Class: ManagementOfDatabase Description: Support the basic operations interface of database for other modules Responsibility: Collaborator: Operations of account, insert, delete, update Operations of stock, insert, delete, update 7 Validation Criteria 7.1 Interface criteria The central trading system has relation with three modules that are trading client serve、trading manager system、information releasing module."
